Date,Open,High,Low,Close,Adj Close,Volume
2002-08-12,237.75,243.3,234.3,240.95,235.3224,4440241
2002-08-13,242.5,244.0,241.3,242.55,236.885,1554070
2002-08-14,242.1,243.5,238.15,238.55,232.9784,2417646
2002-08-15,238.55,238.55,238.55,238.55,232.9784,0
2002-08-16,241.0,243.9,240.3,242.8,237.1292,1975544
2002-08-19,244.1,246.7,244.1,245.25,239.522,2054911
2002-08-20,246.5,250.5,245.4,248.9,243.0867,3269448
2002-08-21,249.05,251.05,244.8,245.2,239.4731,1991301
2002-08-22,247.0,249.4,246.0,247.65,241.8659,1792486
2002-08-23,249.9,250.45,246.6,249.75,243.9169,1411719
2002-08-26,250.05,252.8,249.2,250.95,245.0888,1648160
2002-08-27,260.0,260.0,246.0,246.6,240.8404,1337440
2002-08-28,245.5,247.0,244.2,245.7,239.9614,956877
2002-08-29,245.0,250.0,244.6,249.6,243.7704,2058052
2002-08-30,250.7,256.4,249.0,255.5,249.5325,3381295
2002-09-02,260.0,268.0,260.0,265.25,259.0548,4126554
2002-09-03,266.4,266.9,261.1,264.3,258.127,2146322
2002-09-04,262.0,270.95,261.0,269.3,263.0102,4934888
2002-09-05,270.0,270.85,265.0,265.95,259.7385,2123615
2002-09-06,266.0,268.4,263.25,265.65,259.4455,2514536
2002-09-09,264.9,266.0,257.75,260.95,254.8552,2470540
2002-09-10,260.95,260.95,260.95,260.95,254.8552,0
2002-09-11,261.0,262.1,256.5,257.4,251.3882,2066219
2002-09-12,257.8,263.65,257.5,260.5,254.4158,2786878
2002-09-13,261.15,264.95,257.7,259.0,252.9508,3702270
2002-09-16,260.0,261.2,257.0,258.05,252.023,2115338
2002-09-17,258.25,262.95,258.25,261.6,255.4901,1336037
2002-09-18,260.0,261.8,258.0,258.65,252.6089,1227802
2002-09-19,259.45,259.45,255.5,258.1,252.0718,1510321
2002-09-20,255.0,257.4,253.05,255.5,249.5325,1757760
2002-09-23,257.0,261.95,255.0,260.0,253.9274,1821705
2002-09-24,259.0,261.3,254.3,255.5,249.5325,2417212
2002-09-25,254.1,255.95,252.0,255.35,249.386,1211786
2002-09-26,257.0,257.1,254.75,255.7,249.7279,584209
2002-09-27,255.75,259.5,253.8,257.95,251.9254,1865491
2002-09-30,257.25,260.0,257.1,258.05,252.023,2254774
2002-10-01,256.1,257.5,249.05,250.0,244.161,2075680
2002-10-02,250.0,250.0,250.0,250.0,244.161,0
2002-10-03,249.0,249.5,240.5,242.1,236.4455,4891437
2002-10-04,241.1,241.85,235.05,236.15,230.6345,3961069
2002-10-07,235.0,241.65,234.6,240.15,234.5411,2026576
2002-10-08,240.65,243.8,239.8,242.35,236.6897,1331793
2002-10-09,242.75,243.4,237.7,238.4,232.8319,1444782
2002-10-10,237.0,239.4,235.25,236.9,231.367,1495105
2002-10-11,251.0,251.0,238.1,239.6,234.0039,1287555
2002-10-14,241.0,243.4,240.0,242.2,236.5432,1047072
2002-10-15,242.2,242.2,242.2,242.2,236.5432,0
2002-10-16,243.5,247.25,242.8,244.2,238.4965,1966995
2002-10-17,243.5,244.8,241.65,243.65,237.9593,1207311
2002-10-18,244.7,247.35,241.55,242.9,237.2269,1421229
2002-10-21,244.0,244.2,241.2,242.15,236.4944,792887
2002-10-22,243.1,243.3,239.05,239.95,234.3457,1114776
2002-10-23,237.8,237.8,235.4,235.95,230.4392,1364316
2002-10-24,235.0,237.0,229.1,229.9,224.5304,2871456
2002-10-25,229.5,230.9,221.55,223.05,217.8405,4726002
2002-10-28,222.8,224.6,218.05,219.8,214.6664,2880309
2002-10-29,225.5,232.5,224.1,230.55,225.1653,5708486
2002-10-30,232.6,235.9,232.6,234.4,228.9253,3855740
2002-10-31,237.05,269.4,237.05,265.5,259.299,36393864
2002-11-01,265.8,267.7,251.75,257.75,251.73,22687604
2002-11-04,263.05,264.3,260.3,263.25,257.1015,5166758
2002-11-05,265.0,265.0,259.7,261.2,255.0994,5126794
2002-11-06,261.2,261.2,261.2,261.2,255.0994,0
2002-11-07,263.5,271.35,257.6,259.65,253.5856,8984720
2002-11-08,254.0,262.15,254.0,258.0,251.9742,6836817
2002-11-11,258.0,258.4,254.55,256.0,250.0208,2908551
2002-11-12,254.0,261.7,253.65,260.8,254.7087,5578331
2002-11-13,269.75,269.75,260.4,262.85,256.7109,8159262
2002-11-14,263.5,265.7,262.25,264.9,258.713,5058403
2002-11-15,267.1,269.5,266.1,268.2,261.9359,4908203
2002-11-18,268.0,276.8,267.1,271.85,265.5007,6630375
2002-11-19,271.85,271.85,271.85,271.85,265.5007,0
2002-11-20,272.5,277.9,271.0,273.45,267.0633,7450726
2002-11-21,275.25,277.0,273.3,274.7,268.2841,4353172
2002-11-22,276.5,288.4,276.5,285.35,278.6854,13556557
2002-11-25,284.5,291.7,281.75,286.55,279.8574,9464779
2002-11-26,289.7,295.8,289.55,292.4,285.5707,13852575
2002-11-27,291.5,292.95,286.15,287.3,280.5898,7021521
2002-11-28,290.0,292.95,289.15,290.8,284.0081,7071612
2002-11-29,290.8,290.8,290.8,290.8,284.0081,0
2002-12-02,289.9,297.15,288.0,294.55,287.6705,5907463
2002-12-03,297.95,301.75,289.5,291.35,284.5452,7823413
2002-12-04,293.0,294.35,286.8,292.5,285.6684,9168904
2002-12-05,294.7,297.9,292.5,294.4,287.524,6537126
2002-12-06,295.1,299.0,293.05,296.15,289.2331,3669736
2002-12-09,299.0,304.25,291.25,292.95,286.1079,8159296
2002-12-10,290.9,294.25,288.1,293.35,286.4985,4599603
2002-12-11,294.9,296.9,290.6,292.65,285.8148,4144766
2002-12-12,293.0,294.55,290.15,293.85,286.9868,4006333
2002-12-13,288.0,298.7,288.0,296.95,290.0145,3790765
2002-12-16,302.0,302.0,295.0,295.7,288.7936,6677302
2002-12-17,296.3,297.8,292.05,294.1,287.231,4945501
2002-12-18,294.55,295.9,288.65,289.9,283.1291,3553239
2002-12-19,289.5,290.4,285.85,289.1,282.3478,3871518
2002-12-20,289.0,292.85,289.0,290.8,284.0081,3651142
2002-12-23,291.95,292.0,288.55,289.65,282.8849,2523244
