Date,Open,High,Low,Close,Adj Close,Volume
2018-08-23,390.0,426.9,385.0,422.05,422.05,11600387
2018-08-24,418.0,420.0,401.75,406.8,406.8,785983
2018-08-27,406.0,406.0,395.0,400.25,400.25,411202
2018-08-28,397.1,408.0,395.0,395.8,395.8,370390
2018-08-29,395.8,400.0,389.0,392.75,392.75,212493
2018-08-30,388.0,392.0,373.1,380.35,380.35,296385
2018-08-31,380.1,389.0,375.95,384.95,384.95,256303
2018-09-03,386.5,387.85,380.3,381.1,381.1,80770
2018-09-04,378.05,382.0,375.05,380.3,380.3,162888
2018-09-05,378.0,380.0,373.4,376.1,376.1,183808
2018-09-06,375.0,395.0,375.0,382.65,382.65,106322
2018-09-07,385.0,388.65,384.0,385.25,385.25,144584
2018-09-10,383.0,383.0,375.3,376.1,376.1,83141
2018-09-11,376.15,380.9,376.0,378.1,378.1,79912
2018-09-12,378.0,378.2,360.45,371.65,371.65,135269
2018-09-14,369.1,373.55,366.0,367.65,367.65,53753
2018-09-17,367.65,367.65,358.45,360.15,360.15,293017
2018-09-18,359.15,362.0,356.0,357.45,357.45,64000
2018-09-19,358.0,359.75,342.0,351.45,351.45,152301
2018-09-21,348.0,355.95,294.85,332.7,332.7,159380
2018-09-24,325.0,331.0,271.05,292.45,292.45,615181
2018-09-25,281.75,297.6,258.65,276.55,276.55,254102
2018-09-26,279.6,331.85,279.6,326.1,326.1,447494
2018-09-27,324.7,327.9,295.0,301.2,301.2,204139
2018-09-28,302.1,307.95,285.65,293.4,293.4,289156
2018-10-01,286.0,300.0,275.0,295.35,295.35,72722
2018-10-03,293.0,295.95,285.0,289.95,289.95,156998
2018-10-04,285.0,292.0,280.1,287.15,287.15,54270
2018-10-05,287.0,289.85,276.05,280.85,280.85,310535
2018-10-08,276.0,278.85,263.75,269.15,269.15,110920
2018-10-09,265.5,271.05,262.4,265.65,265.65,61062
2018-10-10,265.05,283.0,263.4,279.95,279.95,48015
2018-10-11,270.0,295.0,264.3,277.3,277.3,51990
2018-10-12,277.5,286.9,277.0,281.75,281.75,138597
2018-10-15,286.5,288.35,279.5,283.4,283.4,57091
2018-10-16,285.0,289.0,280.35,281.2,281.2,36611
2018-10-17,282.55,286.4,276.0,280.35,280.35,64947
2018-10-19,280.0,282.0,274.9,277.3,277.3,64508
2018-10-22,275.0,279.95,265.1,270.6,270.6,41446
2018-10-23,270.0,271.1,261.15,268.85,268.85,31084
2018-10-24,269.9,269.95,255.95,257.6,257.6,56209
2018-10-25,258.2,259.95,248.2,249.9,249.9,42751
2018-10-26,248.0,252.65,242.05,247.7,247.7,33349
2018-10-29,252.9,285.4,249.2,275.9,275.9,166599
2018-10-30,270.1,293.4,270.1,290.15,290.15,64264
2018-10-31,291.8,320.4,290.1,314.35,314.35,113608
2018-11-01,314.0,319.0,306.55,316.5,316.5,38544
2018-11-02,311.1,325.95,311.1,317.1,317.1,121795
2018-11-05,318.0,329.5,318.0,326.0,326.0,51931
2018-11-06,328.9,343.2,321.0,335.0,335.0,101895
2018-11-07,340.0,344.95,333.65,338.9,338.9,17463
2018-11-09,339.0,373.95,336.3,365.85,365.85,224986
2018-11-12,371.0,373.0,358.2,360.0,360.0,46418
2018-11-13,359.5,359.95,340.0,349.0,349.0,47641
2018-11-14,349.4,365.0,349.4,355.3,355.3,37246
2018-11-15,352.2,363.6,351.0,358.9,358.9,39809
2018-11-16,355.0,364.95,355.0,362.3,362.3,102341
2018-11-19,358.5,364.4,356.15,359.5,359.5,26420
2018-11-20,357.0,365.0,350.3,359.1,359.1,52775
2018-11-21,354.0,387.6,354.0,369.6,369.6,85387
2018-11-22,370.0,375.0,366.0,370.65,370.65,38986
2018-11-26,370.0,375.0,354.0,358.0,358.0,21592
2018-11-27,361.55,370.0,355.05,367.35,367.35,61163
2018-11-28,362.5,379.8,362.5,377.0,377.0,63906
2018-11-29,380.0,387.5,375.05,386.4,386.4,73796
2018-11-30,389.0,392.45,380.0,389.1,389.1,205036
2018-12-03,390.0,398.7,385.65,394.0,394.0,72784
2018-12-04,394.0,399.8,386.0,388.85,388.85,55745
2018-12-05,385.0,394.0,385.0,389.85,389.85,53611
2018-12-06,386.0,392.0,380.05,385.6,385.6,51439
2018-12-07,381.0,391.9,380.55,382.65,382.65,31615
2018-12-10,380.0,386.5,372.5,383.65,383.65,73625
2018-12-11,374.0,389.5,373.4,386.2,386.2,33545
2018-12-12,387.0,395.0,381.4,391.9,391.9,143035
2018-12-13,385.6,398.1,385.6,395.45,395.45,56527
2018-12-14,396.0,399.0,385.15,389.2,389.2,59964
2018-12-17,384.2,394.95,382.3,384.7,384.7,49798
